Loan_ID,Customer_Age,Income,Loan_Type,Loan_Amount,Interest_Rate,Issue_Date,Loan_Status,Recovery_Status,Recovery_Amount,Outstanding_Amount,Recovery_Rate,Risk_Segment
LN01447,45.0,566230,Education Loan,654000,11.69,2026-03-12,Charged Off,Default,71860.87,582139.13,10.99,Medium Risk
LN08010,34.0,366409,Auto Loan,1026000,11.14,2026-02-28,Fully Paid,Recovered,1023640.87,2359.13,99.77,Medium Risk
LN09588,47.0,776608,Business Loan,3452000,13.52,2025-07-05,Fully Paid,Recovered,3399312.5,52687.5,98.47,Medium Risk
LN02089,58.0,716898,Personal Loan,406000,14.67,2025-11-29,Fully Paid,Recovered,385722.49,20277.51,95.01,Medium Risk
LN06062,23.0,526417,Auto Loan,560000,9.82,2025-10-25,Fully Paid,Recovered,554361.96,5638.04,98.99,Medium Risk
LN05708,23.0,304225,Business Loan,4875000,12.82,2025-12-06,Fully Paid,Recovered,4662584.12,212415.88,95.64,High Risk
LN08847,57.0,250197,Business Loan,3786000,13.37,2026-04-10,Charged Off,Default,524522.18,3261477.82,13.85,High Risk
LN08502,42.0,340894,Business Loan,3785000,12.44,2025-07-26,Charged Off,Default,507073.91,3277926.09,13.4,High Risk
LN06604,44.0,353428,Home Loan,3900000,8.99,2025-05-10,Fully Paid,Recovered,3817076.59,82923.41,97.87,High Risk
LN08027,,1659961,Home Loan,3071000,9.16,2025-08-15,Fully Paid,Recovered,2952680.32,118319.68,96.15,Medium Risk
LN07282,56.0,1500306,Personal Loan,426000,15.46,2025-08-15,Fully Paid,Recovered,418109.12,7890.88,98.15,Low Risk
LN01721,30.0,380435,Auto Loan,983000,10.07,2025-10-22,Fully Paid,Recovered,958187.49,24812.51,97.48,Medium Risk
LN09619,23.0,412781,Education Loan,634000,12.28,2025-08-12,Fully Paid,Recovered,609075.09,24924.91,96.07,Medium Risk
LN08325,63.0,278387,Home Loan,3255000,9.3,2025-08-21,Charged Off,Default,651366.7,2603633.3,20.01,High Risk
LN08064,54.0,848184,Home Loan,2795000,8.99,2025-09-09,Charged Off,Default,732521.83,2062478.17,26.21,Medium Risk
LN05869,51.0,475059,Home Loan,3642000,8.62,2026-02-12,Charged Off,Default,1122108.49,2519891.51,30.81,High Risk
LN09830,56.0,547181,Home Loan,3486000,9.65,2025-10-28,Fully Paid,Recovered,3483972.44,2027.56,99.94,High Risk
LN04721,52.0,276922,Business Loan,3122000,13.25,2025-07-24,Fully Paid,Recovered,3020876.97,101123.03,96.76,High Risk
LN04096,27.0,945574,Home Loan,4174000,9.32,2026-02-24,Fully Paid,Recovered,3972039.66,201960.34,95.16,Medium Risk
LN04872,29.0,1234188,Home Loan,4824000,8.23,2025-05-13,Fully Paid,Recovered,4741825.16,82174.84,98.3,Medium Risk
LN03024,43.0,239654,Home Loan,5075000,9.91,2025-07-31,Fully Paid,Recovered,4996137.28,78862.72,98.45,High Risk
LN09669,47.0,254641,Home Loan,4360000,8.85,2025-05-19,Fully Paid,Recovered,4199336.22,160663.78,96.32,High Risk
LN09373,36.0,337766,Business Loan,4191000,13.34,2025-06-09,Charged Off,Default,780221.21,3410778.79,18.62,High Risk
LN02109,62.0,1245332,Home Loan,3420000,9.34,2025-09-02,Fully Paid,Recovered,3337370.9,82629.1,97.58,Medium Risk
LN08495,,1394036,Home Loan,3592000,7.96,2025-09-24,Fully Paid,Recovered,3500647.03,91352.97,97.46,Medium Risk
LN00604,42.0,282743,Personal Loan,502000,15.16,2025-06-04,Fully Paid,Recovered,501778.44,221.56,99.96,Medium Risk
LN09140,34.0,1198412,Home Loan,3157000,9.48,2025-09-18,Fully Paid,Recovered,3140190.4,16809.6,99.47,Medium Risk
LN06837,28.0,371548,Auto Loan,965000,10.84,2026-03-05,Fully Paid,Recovered,935487.38,29512.62,96.94,Medium Risk
LN00394,40.0,423547,Home Loan,3087000,9.95,2025-10-09,Charged Off,Default,980401.6,2106598.4,31.76,High Risk
LN06647,24.0,1627333,Home Loan,3356000,7.85,2025-12-07,Fully Paid,Recovered,3229735.14,126264.86,96.24,Medium Risk
LN08438,46.0,670621,Auto Loan,1055000,9.96,2026-01-16,Charged Off,Default,107146.58,947853.42,10.16,Medium Risk
LN05033,60.0,755275,Auto Loan,581000,11.53,2025-06-14,Charged Off,Default,66525.84,514474.16,11.45,Medium Risk
LN04296,30.0,403598,Personal Loan,405000,15.72,2025-07-13,Charged Off,Default,132492.03,272507.97,32.71,Medium Risk
LN00096,26.0,350149,Education Loan,535000,11.23,2025-09-27,Fully Paid,Recovered,524150.11,10849.89,97.97,Medium Risk
LN07095,26.0,1755468,Auto Loan,762000,9.23,2025-06-23,Fully Paid,Recovered,724500.37,37499.63,95.08,Low Risk
LN02458,31.0,567433,Auto Loan,699000,10.91,2025-10-19,Fully Paid,Recovered,676744.52,22255.48,96.82,Medium Risk
LN09114,58.0,1291419,Home Loan,2331000,8.98,2025-07-21,Fully Paid,Recovered,2323180.14,7819.86,99.66,Medium Risk
LN04713,59.0,402015,Business Loan,4531000,13.62,2025-09-27,Fully Paid,Recovered,4337253.43,193746.57,95.72,High Risk
LN07335,29.0,1002207,Education Loan,679000,10.74,2025-06-05,Charged Off,Default,204524.59,474475.41,30.12,Medium Risk
LN07205,51.0,1583473,Home Loan,3680000,8.31,2025-09-30,Fully Paid,Recovered,3602610.95,77389.05,97.9,Medium Risk
LN09197,,264727,Personal Loan,407000,15.43,2026-02-21,Fully Paid,Recovered,401174.45,5825.55,98.57,Medium Risk
LN03318,28.0,845572,Personal Loan,501000,15.78,2025-12-10,Fully Paid,Recovered,487387.08,13612.92,97.28,Medium Risk
LN08617,62.0,741801,Personal Loan,487000,15.02,2025-10-20,Fully Paid,Recovered,480891.32,6108.68,98.75,Medium Risk
LN07801,63.0,328092,Personal Loan,551000,16.46,2025-12-11,Fully Paid,Recovered,529157.62,21842.38,96.04,Medium Risk
LN03080,40.0,797776,Home Loan,3857000,10.08,2026-03-04,Fully Paid,Recovered,3714082.23,142917.77,96.29,Medium Risk
LN03245,62.0,601204,Business Loan,4591000,13.54,2025-09-30,Charged Off,Default,1721485.94,2869514.06,37.5,Medium Risk
LN05095,56.0,656486,Education Loan,729000,11.46,2025-10-25,Charged Off,Default,260703.27,468296.73,35.76,Medium Risk
LN06056,34.0,530933,Home Loan,4263000,8.65,2026-03-27,Charged Off,Default,1439321.86,2823678.14,33.76,High Risk
LN09734,55.0,1428192,Personal Loan,415000,15.13,2025-09-20,Fully Paid,Recovered,399570.72,15429.28,96.28,Medium Risk
LN08425,27.0,713443,Home Loan,2915000,9.82,2025-08-03,Fully Paid,Recovered,2837774.02,77225.98,97.35,Medium Risk
LN08028,45.0,465579,Education Loan,200000,11.82,2025-05-28,Fully Paid,Recovered,191381.71,8618.29,95.69,Medium Risk
LN07589,62.0,2102933,Home Loan,4078000,8.81,2026-04-15,Fully Paid,Recovered,3921366.86,156633.14,96.16,Medium Risk
LN03847,48.0,1225634,Auto Loan,670000,10.32,2025-06-21,Fully Paid,Recovered,663710.88,6289.12,99.06,Medium Risk
LN08234,50.0,200000,Personal Loan,385000,15.06,2026-03-14,Charged Off,Default,143434.92,241565.08,37.26,Medium Risk
LN09824,32.0,1193668,Personal Loan,476000,14.62,2025-10-05,Fully Paid,Recovered,456036.39,19963.61,95.81,Medium Risk
LN02026,63.0,1042101,Personal Loan,325000,15.48,2025-09-10,Fully Paid,Recovered,319692.4,5307.6,98.37,Medium Risk
LN04827,29.0,2700483,Home Loan,2222000,7.8,2025-06-28,Fully Paid,Recovered,2208125.89,13874.11,99.38,Medium Risk
LN06432,,2499230,Personal Loan,363000,15.68,2026-02-05,Fully Paid,Recovered,356433.28,6566.72,98.19,Low Risk
LN04951,63.0,619546,Education Loan,880000,10.77,2025-10-11,Fully Paid,Recovered,874665.51,5334.49,99.39,Medium Risk
LN02228,63.0,673972,Personal Loan,398000,16.23,2025-07-31,Charged Off,Default,130458.88,267541.12,32.78,Medium Risk
LN05839,44.0,587392,Home Loan,3575000,10.18,2025-08-24,Fully Paid,Recovered,3496483.37,78516.63,97.8,High Risk
LN02957,35.0,4827256,Personal Loan,370000,15.34,2025-04-27,Fully Paid,Recovered,364364.18,5635.82,98.48,Low Risk
LN07640,41.0,434085,Auto Loan,872000,10.03,2025-12-20,Charged Off,Default,239019.23,632980.77,27.41,Medium Risk
LN00020,51.0,976473,Auto Loan,906000,11.3,2026-01-03,Fully Paid,Recovered,890579.56,15420.44,98.3,Medium Risk
LN02956,40.0,968212,Personal Loan,640000,14.56,2025-07-18,Charged Off,Default,244940.16,395059.84,38.27,Medium Risk
LN07210,52.0,790361,Auto Loan,1005000,9.89,2025-12-31,Fully Paid,Recovered,963548.78,41451.22,95.88,Medium Risk
LN06002,37.0,733011,Education Loan,671000,12.0,2026-04-03,Fully Paid,Recovered,666325.27,4674.73,99.3,Medium Risk
LN07249,59.0,250917,Business Loan,3297000,13.22,2025-10-25,Fully Paid,Recovered,3163934.01,133065.99,95.96,High Risk
LN02931,57.0,913343,Business Loan,3329000,12.48,2025-09-07,Fully Paid,Recovered,3237298.28,91701.72,97.25,Medium Risk
LN06388,,526267,Personal Loan,399000,15.11,2025-06-10,Fully Paid,Recovered,382492.52,16507.48,95.86,Medium Risk
LN01262,50.0,480938,Personal Loan,277000,14.81,2026-02-23,Fully Paid,Recovered,267388.47,9611.53,96.53,Medium Risk
LN07221,24.0,390536,Personal Loan,369000,15.01,2025-10-29,Fully Paid,Recovered,366960.08,2039.92,99.45,Medium Risk
LN00810,47.0,200000,Business Loan,3212000,12.79,2026-04-22,Fully Paid,Recovered,3137500.31,74499.69,97.68,High Risk
LN05206,26.0,1505287,Home Loan,4375000,9.1,2026-02-25,Fully Paid,Recovered,4211195.41,163804.59,96.26,Medium Risk
LN09074,54.0,861535,Auto Loan,546000,11.38,2025-08-23,Fully Paid,Recovered,525804.46,20195.54,96.3,Medium Risk
LN06708,33.0,200000,Home Loan,3778000,9.04,2026-01-01,Fully Paid,Recovered,3596349.3,181650.7,95.19,High Risk
LN03998,24.0,486558,Personal Loan,337000,16.15,2026-02-19,Charged Off,Default,108894.04,228105.96,32.31,Medium Risk
LN09610,50.0,838614,Home Loan,2518000,8.15,2025-12-20,Fully Paid,Recovered,2491506.96,26493.04,98.95,Medium Risk
LN03280,38.0,1271495,Personal Loan,427000,15.37,2026-03-03,Charged Off,Default,166808.86,260191.14,39.07,Medium Risk
LN07702,52.0,1082279,Personal Loan,377000,15.33,2025-09-27,Charged Off,Default,133733.62,243266.38,35.47,Medium Risk
LN09929,26.0,728134,Home Loan,3997000,9.0,2025-05-10,Fully Paid,Recovered,3869780.92,127219.08,96.82,Medium Risk
LN01143,44.0,948554,Personal Loan,415000,15.56,2025-11-28,Fully Paid,Recovered,396662.9,18337.1,95.58,Medium Risk
LN07220,53.0,612946,Personal Loan,323000,14.71,2026-02-15,Charged Off,Default,121833.74,201166.26,37.72,Medium Risk
LN02246,41.0,282430,Home Loan,3364000,9.6,2026-02-12,Fully Paid,Recovered,3316691.96,47308.04,98.59,High Risk
LN03038,43.0,609097,Home Loan,3971000,9.06,2025-07-23,Fully Paid,Recovered,3797407.45,173592.55,95.63,Medium Risk
LN03711,52.0,852064,Auto Loan,705000,10.28,2026-02-14,Fully Paid,Recovered,683282.55,21717.45,96.92,Medium Risk
LN02610,,1298733,Auto Loan,912000,11.34,2025-09-13,Charged Off,Default,248569.8,663430.2,27.26,Medium Risk
LN09756,33.0,583146,Business Loan,5095000,13.09,2025-11-12,Fully Paid,Recovered,5083226.47,11773.53,99.77,High Risk
LN03071,,968835,Home Loan,2938000,9.54,2025-07-21,Fully Paid,Recovered,2813903.58,124096.42,95.78,Medium Risk
LN01600,60.0,899093,Auto Loan,658000,10.63,2025-09-01,Fully Paid,Recovered,654100.09,3899.91,99.41,Medium Risk
LN04254,30.0,716362,Personal Loan,464000,16.19,2026-03-22,Charged Off,Default,120130.93,343869.07,25.89,Medium Risk
LN08825,43.0,384050,Education Loan,391000,10.89,2025-09-09,Fully Paid,Recovered,387508.33,3491.67,99.11,Medium Risk
LN04318,55.0,798845,Home Loan,4775000,8.74,2026-03-02,Fully Paid,Recovered,4703800.15,71199.85,98.51,Medium Risk
LN08751,46.0,271754,Auto Loan,452000,10.94,2025-08-18,Fully Paid,Recovered,448591.47,3408.53,99.25,Medium Risk
LN00621,44.0,1031318,Home Loan,2619000,9.76,2026-01-02,Fully Paid,Recovered,2527336.43,91663.57,96.5,Medium Risk
LN05427,30.0,358422,Personal Loan,306000,15.62,2025-07-08,Fully Paid,Recovered,297414.71,8585.29,97.19,Medium Risk
LN05873,41.0,1411170,Personal Loan,383000,14.79,2025-10-09,Charged Off,Default,128833.44,254166.56,33.64,Medium Risk
LN01409,36.0,379892,Personal Loan,471000,15.0,2026-01-05,Fully Paid,Recovered,463163.87,7836.13,98.34,Medium Risk
LN06990,58.0,777932,Auto Loan,923000,9.97,2025-08-21,Fully Paid,Recovered,879928.99,43071.01,95.33,Medium Risk
LN09527,60.0,334058,Home Loan,3081000,9.84,2026-01-16,Charged Off,Default,990455.23,2090544.77,32.15,High Risk
LN04255,27.0,630274,Business Loan,3678000,13.8,2025-09-06,Fully Paid,Recovered,3568364.48,109635.52,97.02,Medium Risk
LN01047,26.0,541573,Business Loan,3810000,13.45,2025-11-11,Charged Off,Default,1460491.26,2349508.74,38.33,High Risk
LN03059,64.0,289718,Business Loan,3980000,13.02,2025-12-01,Fully Paid,Recovered,3800816.42,179183.58,95.5,High Risk
LN03401,37.0,323975,Personal Loan,250000,15.68,2025-07-01,Fully Paid,Recovered,248365.03,1634.97,99.35,Medium Risk
LN04065,37.0,809572,Home Loan,2476000,9.59,2025-04-30,Fully Paid,Recovered,2372810.52,103189.48,95.83,Medium Risk
LN01766,56.0,210959,Auto Loan,582000,11.75,2025-07-01,Fully Paid,Recovered,562465.61,19534.39,96.64,Medium Risk
LN00744,31.0,511559,Personal Loan,341000,16.17,2025-10-12,Fully Paid,Recovered,338566.95,2433.05,99.29,Medium Risk
LN00223,41.0,439007,Home Loan,2788000,8.47,2025-10-02,Charged Off,Default,280515.38,2507484.62,10.06,High Risk
LN02392,26.0,1058050,Home Loan,4882000,9.27,2026-01-03,Fully Paid,Recovered,4822890.94,59109.06,98.79,Medium Risk
LN00626,37.0,759848,Personal Loan,267000,15.02,2025-09-30,Fully Paid,Recovered,262527.34,4472.66,98.32,Medium Risk
LN03488,27.0,656955,Home Loan,4249000,8.28,2025-11-02,Fully Paid,Recovered,4039123.09,209876.91,95.06,Medium Risk
LN05101,56.0,647064,Business Loan,3699000,12.87,2025-06-17,Fully Paid,Recovered,3514398.51,184601.49,95.01,Medium Risk
LN05152,44.0,458711,Personal Loan,313000,16.75,2026-02-07,Charged Off,Default,61362.98,251637.02,19.6,Medium Risk
LN04871,35.0,1328789,Business Loan,3915000,13.06,2025-11-09,Fully Paid,Recovered,3865684.88,49315.12,98.74,Medium Risk
LN02681,57.0,1552704,Home Loan,3769000,8.76,2026-04-10,Charged Off,Default,1316691.4,2452308.6,34.93,Medium Risk
LN07889,58.0,427132,Home Loan,3417000,10.06,2025-10-18,Fully Paid,Recovered,3300902.57,116097.43,96.6,High Risk
LN06992,40.0,894466,Personal Loan,404000,14.71,2025-12-11,Charged Off,Default,116656.32,287343.68,28.88,Medium Risk
LN01316,38.0,1224622,Auto Loan,676000,9.94,2025-06-22,Fully Paid,Recovered,660326.03,15673.97,97.68,Medium Risk
LN05096,38.0,775914,Personal Loan,446000,16.37,2025-07-22,Fully Paid,Recovered,433290.1,12709.9,97.15,Medium Risk
LN03018,50.0,492510,Business Loan,4508000,13.25,2026-04-18,Charged Off,Default,605700.27,3902299.73,13.44,High Risk
LN08645,,649562,Auto Loan,849000,10.39,2025-08-15,Fully Paid,Recovered,810400.39,38599.61,95.45,Medium Risk
LN03661,46.0,558888,Personal Loan,296000,16.28,2026-01-06,Fully Paid,Recovered,286732.87,9267.13,96.87,Medium Risk
LN00354,28.0,572959,Education Loan,567000,11.81,2025-06-26,Fully Paid,Recovered,562487.27,4512.73,99.2,Medium Risk
LN07077,34.0,390515,Auto Loan,928000,11.68,2025-10-23,Fully Paid,Recovered,885278.73,42721.27,95.4,Medium Risk
LN00457,33.0,1875076,Personal Loan,362000,14.22,2025-05-13,Fully Paid,Recovered,350762.35,11237.65,96.9,Low Risk
LN07333,36.0,631559,Auto Loan,876000,10.14,2026-02-02,Fully Paid,Recovered,839335.03,36664.97,95.81,Medium Risk
LN03885,59.0,558242,Business Loan,3745000,12.49,2026-03-10,Fully Paid,Recovered,3592793.65,152206.35,95.94,High Risk
LN00240,56.0,346501,Personal Loan,389000,16.62,2025-05-21,Fully Paid,Recovered,387261.5,1738.5,99.55,Medium Risk
LN09319,51.0,735863,Personal Loan,418000,15.96,2025-10-14,Fully Paid,Recovered,405131.41,12868.59,96.92,Medium Risk
LN07353,59.0,871328,Home Loan,4181000,8.47,2025-11-16,Fully Paid,Recovered,4044904.63,136095.37,96.74,Medium Risk
LN07595,53.0,897397,Personal Loan,378000,15.48,2025-11-19,Charged Off,Default,104513.28,273486.72,27.65,Medium Risk
LN09100,30.0,615698,Home Loan,4410000,9.67,2025-04-24,Fully Paid,Recovered,4261295.96,148704.04,96.63,Medium Risk
LN02754,56.0,346871,Home Loan,3749000,8.81,2026-01-26,Fully Paid,Recovered,3640227.24,108772.76,97.1,High Risk
LN06897,36.0,456610,Business Loan,3684000,12.33,2025-10-31,Fully Paid,Recovered,3603550.85,80449.15,97.82,High Risk
LN05900,58.0,848417,Auto Loan,887000,10.83,2025-11-30,Fully Paid,Recovered,844663.38,42336.62,95.23,Medium Risk
LN06919,56.0,539661,Personal Loan,346000,16.69,2025-11-25,Fully Paid,Recovered,332503.88,13496.12,96.1,Medium Risk
LN03796,47.0,1079584,Personal Loan,415000,15.01,2025-06-22,Charged Off,Default,64590.08,350409.92,15.56,Medium Risk
LN01019,57.0,574026,Home Loan,2669000,10.03,2026-02-09,Fully Paid,Recovered,2543793.5,125206.5,95.31,High Risk
LN06805,61.0,315515,Business Loan,4240000,14.02,2025-07-22,Fully Paid,Recovered,4163590.17,76409.83,98.2,High Risk
LN06441,52.0,967964,Personal Loan,395000,14.95,2026-02-21,Fully Paid,Recovered,378062.75,16937.25,95.71,Medium Risk
LN05565,48.0,209529,Personal Loan,439000,16.87,2025-11-13,Fully Paid,Recovered,417856.62,21143.38,95.18,Medium Risk
LN09355,24.0,401430,Auto Loan,754000,10.41,2025-07-22,Fully Paid,Recovered,746785.43,7214.57,99.04,Medium Risk
LN01104,62.0,854222,Home Loan,2649000,9.42,2025-07-16,Fully Paid,Recovered,2616346.61,32653.39,98.77,Medium Risk
LN04395,64.0,702679,Personal Loan,344000,16.35,2025-09-21,Charged Off,Default,136046.12,207953.88,39.55,Medium Risk
LN07454,47.0,839685,Home Loan,2295000,9.79,2025-05-08,Fully Paid,Recovered,2234555.81,60444.19,97.37,Medium Risk
LN02056,49.0,727984,Personal Loan,414000,16.4,2025-08-19,Fully Paid,Recovered,405224.63,8775.37,97.88,Medium Risk
LN07913,47.0,512693,Auto Loan,866000,11.52,2025-06-29,Fully Paid,Recovered,842647.08,23352.92,97.3,Medium Risk
LN07783,40.0,216998,Auto Loan,901000,11.61,2026-02-20,Fully Paid,Recovered,865740.54,35259.46,96.09,Medium Risk
LN01852,22.0,788349,Personal Loan,446000,16.38,2025-06-05,Fully Paid,Recovered,435902.57,10097.43,97.74,Medium Risk
LN02875,54.0,935790,Personal Loan,422000,14.94,2025-10-10,Charged Off,Default,115467.5,306532.5,27.36,Medium Risk
LN09411,41.0,500455,Business Loan,5099000,12.88,2025-04-23,Fully Paid,Recovered,4997115.48,101884.52,98.0,High Risk
LN09766,63.0,649412,Personal Loan,404000,15.76,2025-07-04,Fully Paid,Recovered,386367.38,17632.62,95.64,Medium Risk
LN09426,56.0,689073,Personal Loan,511000,16.41,2025-08-19,Fully Paid,Recovered,493501.1,17498.9,96.58,Medium Risk
LN04072,64.0,1206368,Auto Loan,882000,11.12,2026-03-09,Fully Paid,Recovered,845898.57,36101.43,95.91,Medium Risk
LN01635,48.0,275502,Home Loan,2961000,8.65,2026-04-09,Fully Paid,Recovered,2813079.18,147920.82,95.0,High Risk
LN03567,31.0,816372,Education Loan,440000,11.34,2025-12-26,Fully Paid,Recovered,433023.31,6976.69,98.41,Medium Risk
LN09534,47.0,309712,Personal Loan,385000,16.5,2025-07-04,Fully Paid,Recovered,381548.37,3451.63,99.1,Medium Risk
LN01384,34.0,447957,Home Loan,4726000,10.11,2025-12-16,Charged Off,Default,1684509.99,3041490.01,35.64,High Risk
LN09609,63.0,459174,Home Loan,2442000,8.86,2026-03-12,Fully Paid,Recovered,2335082.65,106917.35,95.62,High Risk
LN02751,61.0,2200118,Auto Loan,733000,10.92,2025-06-12,Fully Paid,Recovered,704786.39,28213.61,96.15,Low Risk
LN00218,57.0,957377,Auto Loan,753000,10.46,2025-07-26,Fully Paid,Recovered,747739.38,5260.62,99.3,Medium Risk
LN07521,24.0,697704,Auto Loan,875000,11.13,2026-01-19,Fully Paid,Recovered,854505.12,20494.88,97.66,Medium Risk
LN02127,29.0,1549526,Home Loan,1690000,8.87,2025-10-04,Fully Paid,Recovered,1629125.75,60874.25,96.4,Low Risk
LN08586,,2527344,Home Loan,4083000,7.89,2025-06-06,Fully Paid,Recovered,3936706.27,146293.73,96.42,Medium Risk
LN01035,33.0,424716,Business Loan,5184000,13.07,2026-01-07,Fully Paid,Recovered,5077315.14,106684.86,97.94,High Risk
LN09786,37.0,459092,Auto Loan,748000,10.26,2025-05-11,Fully Paid,Recovered,714587.86,33412.14,95.53,Medium Risk
LN07264,34.0,974591,Auto Loan,988000,11.4,2025-10-03,Fully Paid,Recovered,950095.44,37904.56,96.16,Medium Risk
LN04455,33.0,883020,Home Loan,3300000,9.15,2026-03-05,Fully Paid,Recovered,3143601.59,156398.41,95.26,Medium Risk
LN09703,36.0,243104,Auto Loan,980000,10.73,2026-03-13,Fully Paid,Recovered,936445.14,43554.86,95.56,Medium Risk
LN01892,44.0,754952,Home Loan,3293000,9.76,2026-03-26,Fully Paid,Recovered,3277896.8,15103.2,99.54,Medium Risk
LN00907,27.0,1007065,Home Loan,4123000,9.48,2025-09-03,Fully Paid,Recovered,4033244.67,89755.33,97.82,Medium Risk
LN07593,41.0,993436,Business Loan,4395000,13.72,2025-06-11,Fully Paid,Recovered,4388007.81,6992.19,99.84,Medium Risk
LN06496,30.0,608206,Business Loan,4047000,13.48,2025-07-19,Fully Paid,Recovered,4011124.34,35875.66,99.11,Medium Risk
LN06028,25.0,480162,Home Loan,4882000,9.52,2025-05-19,Fully Paid,Recovered,4644002.7,237997.3,95.13,High Risk
LN08223,27.0,960360,Home Loan,3457000,9.81,2025-10-29,Charged Off,Default,1076089.68,2380910.32,31.13,Medium Risk
LN08053,51.0,239995,Home Loan,4769000,10.21,2025-11-25,Fully Paid,Recovered,4590377.25,178622.75,96.25,High Risk
LN08052,41.0,804167,Personal Loan,460000,14.84,2026-01-23,Fully Paid,Recovered,456222.63,3777.37,99.18,Medium Risk
LN04774,60.0,2123072,Personal Loan,423000,14.71,2025-11-16,Charged Off,Default,144862.49,278137.51,34.25,Low Risk
LN04484,41.0,824148,Home Loan,2812000,8.78,2026-03-30,Charged Off,Default,1015015.24,1796984.76,36.1,Medium Risk
LN06649,27.0,2279872,Home Loan,3794000,8.79,2025-12-01,Fully Paid,Recovered,3748280.61,45719.39,98.79,Medium Risk
LN05664,31.0,312717,Personal Loan,526000,16.0,2025-05-12,Charged Off,Default,124243.72,401756.28,23.62,Medium Risk
LN04285,43.0,2854890,Business Loan,3781000,11.9,2026-03-15,Fully Paid,Recovered,3740131.07,40868.93,98.92,Medium Risk
LN02702,47.0,605171,Auto Loan,863000,11.52,2026-01-19,Fully Paid,Recovered,862886.68,113.32,99.99,Medium Risk
LN02920,34.0,1925372,Personal Loan,503000,14.7,2025-12-16,Fully Paid,Recovered,491018.32,11981.68,97.62,Low Risk
LN03264,55.0,648289,Business Loan,3937000,12.73,2025-08-10,Charged Off,Default,1468883.94,2468116.06,37.31,Medium Risk
LN00853,54.0,475401,Auto Loan,817000,10.81,2026-03-26,Fully Paid,Recovered,814990.22,2009.78,99.75,Medium Risk
LN03943,,635940,Business Loan,4983000,12.96,2025-08-12,Charged Off,Default,720058.71,4262941.29,14.45,Medium Risk
LN02465,61.0,1055956,Home Loan,3012000,8.92,2025-05-15,Fully Paid,Recovered,2967302.64,44697.36,98.52,Medium Risk
LN07867,27.0,465246,Home Loan,3669000,9.65,2025-05-09,Fully Paid,Recovered,3636235.71,32764.29,99.11,High Risk
LN03974,22.0,878850,Auto Loan,509000,9.87,2025-10-16,Charged Off,Default,166180.12,342819.88,32.65,Medium Risk
LN09591,30.0,319373,Auto Loan,734000,10.85,2025-05-31,Fully Paid,Recovered,709600.1,24399.9,96.68,Medium Risk
LN05138,28.0,1508294,Auto Loan,885000,10.96,2026-01-27,Charged Off,Default,222742.51,662257.49,25.17,Low Risk
LN07342,59.0,1118554,Home Loan,3992000,8.9,2025-10-11,Charged Off,Default,1489919.13,2502080.87,37.32,Medium Risk
LN03382,51.0,795346,Education Loan,698000,10.75,2025-09-29,Fully Paid,Recovered,681382.56,16617.44,97.62,Medium Risk
LN06359,22.0,402216,Business Loan,3580000,12.93,2026-04-18,Charged Off,Default,959745.87,2620254.13,26.81,High Risk
LN08754,26.0,739851,Auto Loan,870000,10.88,2026-01-19,Charged Off,Default,252113.11,617886.89,28.98,Medium Risk
LN01808,35.0,1966270,Home Loan,2875000,8.7,2025-05-28,Fully Paid,Recovered,2826279.55,48720.45,98.31,Medium Risk
LN00748,26.0,600230,Education Loan,669000,11.56,2026-01-13,Fully Paid,Recovered,644401.35,24598.65,96.32,Medium Risk
LN07877,51.0,1972991,Auto Loan,759000,9.66,2026-03-23,Charged Off,Default,189383.05,569616.95,24.95,Low Risk
LN00348,63.0,440631,Personal Loan,262000,15.06,2025-05-14,Fully Paid,Recovered,255451.94,6548.06,97.5,Medium Risk
LN03617,57.0,900135,Personal Loan,418000,16.34,2026-04-09,Fully Paid,Recovered,404104.93,13895.07,96.68,Medium Risk
LN03083,22.0,1471872,Business Loan,2665000,13.16,2025-12-12,Fully Paid,Recovered,2651002.63,13997.37,99.47,Medium Risk
LN08020,53.0,515263,Home Loan,3625000,10.06,2026-03-08,Charged Off,Default,1092874.43,2532125.57,30.15,High Risk
LN07236,45.0,1159529,Personal Loan,418000,14.55,2025-06-28,Fully Paid,Recovered,413729.15,4270.85,98.98,Medium Risk
LN02010,32.0,631478,Education Loan,432000,10.96,2025-12-03,Fully Paid,Recovered,427840.38,4159.62,99.04,Medium Risk
LN03892,58.0,1259406,Business Loan,2106000,12.19,2025-12-06,Charged Off,Default,269570.24,1836429.76,12.8,Medium Risk
LN03007,33.0,597144,Home Loan,3203000,9.25,2025-05-14,Fully Paid,Recovered,3128604.28,74395.72,97.68,High Risk
LN03064,42.0,1714841,Home Loan,3202000,7.74,2026-03-08,Fully Paid,Recovered,3154589.37,47410.63,98.52,Medium Risk
LN01524,64.0,632821,Auto Loan,792000,11.56,2025-05-08,Fully Paid,Recovered,782550.17,9449.83,98.81,Medium Risk
LN08891,22.0,1025291,Education Loan,332000,11.5,2025-12-22,Fully Paid,Recovered,319265.26,12734.74,96.16,Medium Risk
LN08640,22.0,644421,Home Loan,3429000,10.02,2025-09-17,Fully Paid,Recovered,3318853.83,110146.17,96.79,Medium Risk
LN09289,49.0,270103,Home Loan,2310000,9.46,2025-11-09,Fully Paid,Recovered,2228382.17,81617.83,96.47,High Risk
